,Tweets,Subjectivity,Polarity,Sentiment
26,":  Hi,David, Of coz Baby Doge Coin is
 the most undervalued cryptocurrency,
Reason⤵️
‼️Elon’s favorite C…",0.75,0.5,Positve
27,: Everyone go get some  before it's too late.  Grab it now while it's low!!     …,0.44999999999999996,-0.15,Negative
28,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
29,": Raptors!! Raptors everywhere 🦖🚀!!
 😀
They don’t look amused, haha! ",0.3,0.25,Positve
30,": $20 | ₱1,000 GIVEAWAY

— this + complete tasks:

1️⃣ tag  on quoted tweet
2️⃣ quote retweet it with: ",0.4,0.1,Positve
31," I love your companies. But Bullshit is Bullshit.
Thus please book me in for a free travel around the moon… ",0.7,0.45,Positve
32,"if i had the money of  i would totally make a  for defense

No jokes

MGS",0.75,0.0,Neutral
33, actually blimps hover,0.1,0.0,Neutral
34,         … ,0.0,0.0,Neutral
35,  _wise   I think any cat girl is a psycho,0.9,0.7,Positve
36,@_Alex_d_t:  _09       _Tr…,0.0,0.0,Neutral
37,  good project and going to huge,0.75,0.55,Positve
38,": 😊 _ Presale Is Live Now!
If You Missed shibainu You Don't want to Miss _ 🚀🚀
Truly Deflationary Token…",0.5,0.17045454545454544,Positve
39,_qicai: _86 _com _binance   _Global  Countdown to panic buying of SMARS NFT…,0.0,0.0,Neutral
40,"I am delighted to be part of it, This is f*ck cooool!   Starlink ",0.7,0.875,Positve
41,": ""Most people think we have too many people on the planet, but actually, this is an outdated view.  Assuming there is a…",0.43333333333333335,0.14999999999999997,Positve
42,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
43,_Thorne__  _wise   Get out,0.9,0.7,Positve
44,": ""Most people think we have too many people on the planet, but actually, this is an outdated view.  Assuming there is a…",0.43333333333333335,0.14999999999999997,Positve
45,"_qicai: _86 _com _binance   _Global  Today better than yesterday. 
SMARS …",0.25,0.25,Positve
46,": SpaceX Starship Webcast Intro

By.  

SpaceX Starship Superheavy Falconheavy ElonMusk 

 / http…",0.0,0.0,Neutral
47,": Elon musk will be the first president on Mars. 🙌🌠💫
Mars currency will be dog and Babydoge 🐕💎🐾

BabyDogeCoin BabyDoge…",0.3333333333333333,0.25,Positve
48,  Like,0.0,0.0,Neutral
49,: 🐶 Do you want Tesla to accept Doge? ,0.0,0.0,Neutral
50,":  BabyDogeCoin is ready to the moon!
BabyDoge forever! 🔥🔥🔥🔥🚀🚀🚀🚀
  ",0.5,0.3125,Positve
51,:     TSLA timetraveler spacex ,0.0,0.0,Neutral
52,  $Doge ,0.0,0.0,Neutral
53,         … ,0.0,0.0,Neutral
54,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
55,":  $Aidi is about to go ballistic. 

This is a legit project. A lot of excitement stirring around what the Aidi Fi…",0.0,0.0,Neutral
56,"_bdoge: August is here. doge Ethereum  
kishu shiba FEG 

Marketing lineup for August / September:

1) Charity work
2…",0.0,0.0,Neutral
57,": The future of humanity is among the stars, not forever confined to Earth. Starship will give us the opportunity to do j…",0.125,0.0,Neutral
58,": $20 | ₱1,000 GIVEAWAY

— this + complete tasks:

1️⃣ tag  on quoted tweet
2️⃣ quote retweet it with: ",0.4,0.1,Positve
59, Helpturkey,0.0,0.0,Neutral
60,  Like,0.0,0.0,Neutral
61,":  Dope 🔥 do  takes Dogecoins ?

""Just saying""

 👀™ ",0.0,0.0,Neutral
62,": Giveaway 100000 $askweedman in 15 minutes
- follow me 
- retweet this

CONTRACT: 0x9C305081Cd0B004aFcedFF4720222bCD9F3554e6…",0.0,0.0,Neutral
63,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
64,": Binance is  secure and is leading the market, why not trade with it? Sign Up Now!
Link: -----&gt; 

bitco…",0.6,0.5,Positve
65, _wise   I mean,0.79375,0.19374999999999998,Positve
66,"  Nothing impossible, especially babydoge!
i love babydoge, and I've always held it… ",0.8666666666666667,-0.055555555555555546,Negative
67,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
68,   Just received 90 000 Polygon coins in my Binance wallet 😘 Thank you so much   ! We are with you!,0.2,0.3125,Positve
69,": HELLO KISHU ARMY

200K Holders ✅ 

To celebrate this milestone we are giving away a 2021 TESLA 🚀
 (join TG for T&amp;C)

Marketin…",0.0,0.0,Neutral
70,: Hahahaha I had to do it lol  ,0.6,0.5,Positve
71,_qicai: _86 _com _binance   _Global  Smars is the brightest part of the NFT,0.0,0.0,Neutral
72,"Binance is  secure and is leading the market, why not trade with it? Sign Up Now!
Link: -----&gt;… ",0.6,0.5,Positve
73,:  We really need another cybertruck at _Museum  come on please! Don’t make a grown man beg,0.2,0.25,Positve
74,: _86 _com _binance   _Global  SMARS is the leader in deflation…,0.0,0.0,Neutral
75,     Love this,0.6,0.5,Positve
76,   Maybe they're hiding my footage because I don't have Tesla insurance 😂 lol I… ,0.7,0.8,Positve
77," At the age of 6

I had Prophecies of Mars because Mars is Earths' previous Game. We cannot go back to Descension○○●○",0.18888888888888888,-0.18888888888888888,Negative
78,": wellllllll🔥😎
 kishu is coming!🔥
what do you think about us ??🤤
we are $KISHU army!
happy 200,000 holders💃🏿",1.0,0.8,Positve
79,: Neuralink company bar ,0.0,0.0,Neutral
80,  _wise   yeah but i hated it,0.8,-0.10000000000000003,Negative
81,"   
This is not serious. How come this appears in business &amp; finance. We have enough… ",0.6666666666666666,0.16666666666666666,Positve
82,: After that big news. Giveaway a  .. I think that  will be so happy.. and tomorrow we have another big news…,0.4000000000000001,0.26666666666666666,Positve
83,: This is . Be like Elon. ,0.0,0.0,Neutral
84,"21.77777777777778 degrees
 fix bitcoin",0.0,0.0,Neutral
85,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
86,  Ho hi go to the moon 🚀,0.0,0.0,Neutral
87,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
88,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
89,": $20 | ₱1,000 GIVEAWAY

— this + complete tasks:

1️⃣ tag  on quoted tweet
2️⃣ quote retweet it with: ",0.4,0.1,Positve
90,: Neuralink company bar ,0.0,0.0,Neutral
91,": HELLO KISHU ARMY

200K Holders ✅ 

To celebrate this milestone we are giving away a 2021 TESLA 🚀
 (join TG for T&amp;C)

Marketin…",0.0,0.0,Neutral
92, _wise   I don’t think a merciless psycho would be one 🤥,0.95,0.0,Neutral
93,": Giveaway 100000 $askweedman in 60 min
- follow me 
- retweet this
- Most Funny Gif Wins  

CONTRACT: 0x9C305081Cd0B004aFced…",0.5666666666666667,0.35000000000000003,Positve
94,": Goodmorning! Let's make our first meme-competition for SHIBAETH 🦄🐶 Make something cool about us and win! 💪🏼
Prize: 🏆…",0.4611111111111111,0.5333333333333333,Positve
95,    Haha if you got *that* by just hanging out the car window and click… ,0.3,0.2,Positve
96,  Great news 🤑 Polygon Announces 10 000 000 MATIC Giveaway  ,0.75,0.8,Positve
97,: This is . Be like Elon. ,0.0,0.0,Neutral
98,: The animals and trees are dying. This is an urgent call. helpturkey     ,0.0,0.0,Neutral
99,": ""Most people think we have too many people on the planet, but actually, this is an outdated view.  Assuming there is a…",0.43333333333333335,0.14999999999999997,Positve
100,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
101,  _wise   That was clever wasn’t it,0.8666666666666667,0.4333333333333333,Positve
102,: Hey  can you make an  song please?,0.0,0.0,Neutral
103,: This is . Be like Elon. ,0.0,0.0,Neutral
104," The Saxsquatch needs a ride on Starship

",0.0,0.0,Neutral
105,": Tesla owner in Norway suffers unconsciousness while driving, Tesla autopilot detects it, slows, comes to a stop so EMS…",0.7,-0.6,Negative
106,  done ,0.0,0.0,Neutral
107,": 🎉🐶Happy 2nd Month Birthday Baby Doge Coin!!🐶🎉  

This video is created by the Chinese community to celebrate this great day!…",0.25,0.26666666666666666,Positve
108,_  Who is  ?,0.0,0.0,Neutral
109,_     Where it started and where it’s going,0.0,0.0,Neutral
110,: The fact that the Neuralink chip will enable someone with paralysis to use a smartphone with their mind faster than someone u…,0.0,0.0,Neutral
111,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
112,: This is . Be like Elon. ,0.0,0.0,Neutral
113,_  Keep quiet and pray he doesn't notice. 🤣 ,0.3333333333333333,0.0,Neutral
114,    we are raising funds for the very needy Peinha community any help and… ,0.3,0.2,Positve
115,  _wise   snow,0.9,0.7,Positve
116,  _wise   Always has been,0.9,0.7,Positve
117,         … ,0.0,0.0,Neutral
118,_: The  Model T and the  Model 3!   ,0.0,0.0,Neutral
119,": Turning 2 weeks from something with negative (but funny) connotations to something positive. Love it.

$TSLA",0.6363636363636364,0.1693181818181818,Positve
120,    Just sell BTC ⏬,0.0,0.0,Neutral
121,  And booze!!!,0.0,0.0,Neutral
122,": 🔥🔥🔥 Only 14 hours left for PRE-SALE, we only sell with a small number of tokens 🔥🔥🔥

🚀🚀 Don't miss the chance 🚀🚀

👉👉 J…",0.6,-0.0625,Negative
123,: Neuralink company bar ,0.0,0.0,Neutral
124,   im at the dealership rn u want anything?,0.0,0.0,Neutral
125,": Just look at that!👀 An autonomous bike powered by AI🚲😲 

V/ Driverless ML Tech IoT 5G  @…",0.7,0.4,Positve
126,: FSDBeta yields to car and bicyclist on right turn. It’s crazy to see the progress and how far it’s advancing. Huge shou…,0.8339285714285715,0.04642857142857145,Positve
127,": Just a reminder that 

 will eventually release their wallets 

 &amp;  are probably going to acc…",0.0,0.0,Neutral
128,":  BabyDogeCoin 
Happy birthday to  !
BabyDoge doo doo doo Mars! 
 ❤️ ",1.0,1.0,Positve
129,     It's a math equation that takes a calculator to find a solu… ,0.0,0.0,Neutral
130,: This is . Be like Elon. ,0.0,0.0,Neutral
131, _wise   Unless she is…? Don’t let the smile fool you.,0.5,0.5,Positve
132,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
133,":  You know it's BabyDoge BabyDogeCoin.
  🔥🚀🚀🚀🚀 ",0.0,0.0,Neutral
134,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
135, _wise   Lexas not a cat girl,0.9,0.7,Positve
136,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
137,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
138,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
139,  Done,0.0,0.0,Neutral
140,": 🎉🐶Happy 2nd Month Birthday Baby Doge Coin!!🐶🎉  

This video is created by the Chinese community to celebrate this great day!…",0.25,0.26666666666666666,Positve
141,  _binance   Very good project 🚀🚀🚀🚀,0.7800000000000001,0.9099999999999999,Positve
142,Hey  can you make an  song please?,0.0,0.0,Neutral
143,         … ,0.0,0.0,Neutral
144,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
145,     safemars to the moon !,0.0,0.0,Neutral
146,": Tesla AI Day is Aug. 19, 2021 — i.e. *exactly* 1 year since this tweet from  saying it was about a year away — Bo…",0.25,0.25,Positve
147,":  It's BabyDoge time.
BabyDogeCoin will be the top 1.
  ",0.5,0.5,Positve
148, _mijan  Great project🔥🔥🥳🥳,0.75,0.8,Positve
149,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
150, why man I waiting for the FSD beta update and even the update that features car wash mode and Disney+? I paid for FSD YEARS ago?,0.0,0.0,Neutral
151,: Starbase is moving at Warp 9 ,0.0,0.0,Neutral
152,    I was just about to say go with nasa,0.0,0.0,Neutral
153,_wise   What does that have to do with Lexa 😭,0.9,0.7,Positve
154,": ""Most people think we have too many people on the planet, but actually, this is an outdated view.  Assuming there is a…",0.43333333333333335,0.14999999999999997,Positve
155,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
156,:    _Coin     Weekly Dev update to the TG c…,0.0,0.0,Neutral
157,         … ,0.0,0.0,Neutral
158,:  Is protecting the baby??? ,0.0,0.0,Neutral
159,"__sh  
__  Yook  ",0.0,0.0,Neutral
160,: _n  A “fool” who made your almighty pay millions in legal fees for 2 yrs to file his first Appeal ever…,0.26666666666666666,0.225,Positve
161,": $20 | ₱1,000 GIVEAWAY

— this + complete tasks:

1️⃣ tag  on quoted tweet
2️⃣ quote retweet it with: ",0.4,0.1,Positve
162, We can ONLY Trust in Energy (G○D),1.0,0.0,Neutral
163,_: If  accidentally followed you and then unfollowed what would you do? 🙈,0.0,0.0,Neutral
164,: What do you think about forest fires around the world? Are you the David from the Alien Covenant Movie? Do you think you…,0.75,-0.25,Negative
165,": Happy 2 month birthday 🧁🎉BabyDogeArmy !

 

Doge BabyDoge ",1.0,1.0,Positve
166," You should make a company where you make video games, or consoles, you have great ideas, and you are cert… ",0.75,0.8,Positve
167," Don't know about  
 yet? Then you are out as the entire crypto circle is a sensation!
PupDoge… ",0.625,0.0,Neutral
168,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
169,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
170, This must be one of the coolest companies to work for.,0.0,0.0,Neutral
171,"  wowww, amazinggg",0.0,0.0,Neutral
172,": $20 | ₱1,000 GIVEAWAY

— this + complete tasks:

1️⃣ tag  on quoted tweet
2️⃣ quote retweet it with: ",0.4,0.1,Positve
173,_andros88        … ,0.0,0.0,Neutral
174,: The fact that the Neuralink chip will enable someone with paralysis to use a smartphone with their mind faster than someone u…,0.0,0.0,Neutral
175,   Cringe.,0.0,0.0,Neutral
176,_  It’s an automated bot that helps you get followers. It follows people to get followers back.… ,0.0,0.0,Neutral
177,: Come join over 500 people in telegram and become a holder of Bitbucks and yield BTC automatically! We are going across t…,0.0,0.0,Neutral
178,"   is so cool, and accommodating",0.65,0.35,Positve
179,": Happy 2 month birthday 🧁🎉BabyDogeArmy !

 

Doge BabyDoge ",1.0,1.0,Positve
180,"_ShibFan: HELLO KISHU ARMY

200K Holders Completed

To celebrate this occasion we are giving away a 2021 TESLA 
 (join TG for T&amp;C)…",0.0,0.0,Neutral
181,  So amazing,0.9,0.6000000000000001,Positve
182,": My brother and I both recently purchased model 3s

We both could’ve purchased a model Y, but chose 3 instead

Both of u…",0.25,0.0,Neutral
183,"    Uhuh I’m nottt a photographer 
Just driving by and pointed my phone out th… ",0.0,0.0,Neutral
184,         … ,0.0,0.0,Neutral
185,   The amount of pseudo-knowledge when it comes to Tesla’s business strategy is unbelievable.,1.0,-0.25,Negative
186,:  Is protecting the baby??? ,0.0,0.0,Neutral
187,": Tesla AI Day is Aug. 19, 2021 — i.e. *exactly* 1 year since this tweet from  saying it was about a year away — Bo…",0.25,0.25,Positve
188,: Come join over 500 people in telegram and become a holder of Bitbucks and yield BTC automatically! We are going across t…,0.0,0.0,Neutral
189,": Dark Helmet - Unplugged Performance’s Model S Plaid at Laguna Seca Raceway with Randy Pobst behind the wheel!
Tesla ModelS P…",0.55,-0.325,Negative
190,: Hahahaha.... this is the best,0.4,0.6,Positve
191,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
192, you know what to do.... ,0.0,0.0,Neutral
193,": Giveaway 100000 $askweedman in 60 min
- follow me 
- retweet this
- Most Funny Gif Wins  

CONTRACT: 0x9C305081Cd0B004aFced…",0.5666666666666667,0.35000000000000003,Positve
194,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
195,": 🔥🔥🔥 Only 14 hours left for PRE-SALE, we only sell with a small number of tokens 🔥🔥🔥

🚀🚀 Don't miss the chance 🚀🚀

👉👉 J…",0.6,-0.0625,Negative
196,_model: Deep thoughts  ,0.4,0.0,Neutral
197,:  Just fly up forever like Dogecoin,0.9,0.8,Positve
198,": HELLO KISHU ARMY

200K Holders ✅ 

To celebrate this milestone we are giving away a 2021 TESLA 🚀
 (join TG for T&amp;C)

Marketin…",0.0,0.0,Neutral
199," Elon plis check pupdoge 
This Amy projects",0.0,0.0,Neutral
200,": HELLO KISHU ARMY

200K Holders ✅ 

To celebrate this milestone we are giving away a 2021 TESLA 🚀
 (join TG for T&amp;C)

Marketin…",0.0,0.0,Neutral
201," Definitely is babydoge! 520k holders now!
i love babydoge, and I've always held it
 BabyDoge… ",0.55,0.25,Positve
202,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
203, did they fool us?  ,0.0,0.0,Neutral
204,"
_io   
_newcoins 

bumoon… ",0.0,0.0,Neutral
205,Still the greatest movie cameo ever  ,1.0,1.0,Positve
206,": Giveaway 100000 $askweedman in 60 min
- follow me 
- retweet this
- Most Funny Gif Wins  

CONTRACT: 0x9C305081Cd0B004aFced…",0.5666666666666667,0.35000000000000003,Positve
207,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
208,"  done

 ",0.0,0.0,Neutral
209,:  Or does he? ,0.0,0.0,Neutral
210,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
211,_Neo _  I second that,0.0,0.0,Neutral
212,": My brother and I both recently purchased model 3s

We both could’ve purchased a model Y, but chose 3 instead

Both of u…",0.25,0.0,Neutral
213,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
214,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
215,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
216,       🥞UncleCake🥞 Presale whiteli… ,0.0,0.0,Neutral
217,: Come join over 500 people in telegram and become a holder of Bitbucks and yield BTC automatically! We are going across t…,0.0,0.0,Neutral
218,  well well well well welll,0.0,0.0,Neutral
219,": Giveaway 100000 $askweedman in 60 min
- follow me 
- retweet this
- Most Funny Gif Wins  

CONTRACT: 0x9C305081Cd0B004aFced…",0.5666666666666667,0.35000000000000003,Positve
220,    Man they're going all out aren't they,0.0,0.0,Neutral
221,  A Huge Success on this Project ❤️❤️🙏🙏,0.45,0.35000000000000003,Positve
222,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
223,  Awesome!,1.0,1.0,Positve
224,"  not really!
I'll give you hint what is going to be Epic...
⚡⚡Starlink⚡⚡
🤯
✌️",0.30000000000000004,-0.012499999999999997,Negative
225,":  BabyDogeCoin 🔥🔥🔥🔥🔥
BabyDoge  to the Mars!🚀🚀🚀🚀🚀
  ",0.0,0.0,Neutral
226,:  Loves  and we loves ElonMusk DogeCoin Doge Tesla DogeSpace 🚀🚀🚀 ,0.0,0.0,Neutral
227,": ""Part of the reason, Maybe THE reason, I got interested in tech was video games, I probably wouldn't have started prog…",0.5,0.25,Positve
228,  Might?????😁,0.0,0.0,Neutral
229,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
230,: Neuralink company bar ,0.0,0.0,Neutral
231,": Tesla AI Day is Aug. 19, 2021 — i.e. *exactly* 1 year since this tweet from  saying it was about a year away — Bo…",0.25,0.25,Positve
232, We can only save ourselves from Revelation (Rehabilitation). God or Energy of this Game Chooses who Lives… ,0.7,-0.2,Negative
233,": To all the naysayers saying  is nothing but a businessman looking to make money ... well, he's too busy building and…",0.3,0.1,Positve
234,": How long can they ignore the Bitcoin design? BSV
Can they do when it has 50% of all transactions? 70%? 90%?
It is just a mat…",0.4,-0.05,Negative
235,:   KISHUARMY kishu Needs you to rumbleeee!!! ,0.0,0.0,Neutral
236,Pretty sure i could easily win a bare knuckle brawl against ,0.5972222222222222,0.4,Positve
237,_  Laugh,0.1,0.3,Positve
238,If  ever wants to test any of his deep space rockets just know I am here and volunteering. I just need a d… ,0.25,0.1,Positve
239,"   Says the boy who starts every sentence with ""cringe"". You trading skill is no… ",0.0,0.0,Neutral
240,  This looks like the Hollywood Hills which is already intense to drive with blind corners e… ,0.8333333333333333,-0.15,Negative
241,": 

Give us some likes guys

kiddo dogekiddo kiddoarmy elonkiddo elonmusk Airdrop bnb bsckiddo…",0.0,0.0,Neutral
242,         … ,0.0,0.0,Neutral
243,  So beautiful together!!! ,1.0,1.0,Positve
244,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
245,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
246," Hello Sir Musk,

I am a Brain and Spinal trauma Survivor, previously diagnosed with over 30 conditions. I… ",0.16666666666666666,-0.16666666666666666,Negative
247,"MORON:

THE INTERNET IS A REPOSITORY OF THE ENTIRETY OF HUMAN KNOWLEDGE...

ITS THE LARGEST NEURAL NETWORK IN EXIST… ",0.55,-0.4,Negative
248,": ""Most people think we have too many people on the planet, but actually, this is an outdated view.  Assuming there is a…",0.43333333333333335,0.14999999999999997,Positve
249,:      _Coin     …,0.0,0.0,Neutral
250,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
251,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
252,"     Get in on the huge returns with $Raptor farm, two new farm… ",0.6772727272727272,0.2681818181818182,Positve
253,:  $Appleb 0x4dc7c9148a1f495872a5b31cf459ac7989cdce79,0.0,0.0,Neutral
254,  Elon time is changing,0.0,0.0,Neutral
255,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
256,": Another Cybertruck benefit over traditional pickups: it won’t suffer from bent frames
 ",0.75,0.0,Neutral
257,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
258,": “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
259,": My brother and I both recently purchased model 3s

We both could’ve purchased a model Y, but chose 3 instead

Both of u…",0.25,0.0,Neutral
260,  KISHUARMY a POSITIVE COLLECTIVE THAT WIN AS A TEAM KISHU KISHUINU KISHUHAPPYMEAL 🤔🦾🤑💯,0.4727272727272727,0.5136363636363637,Positve
261,        … ,0.0,0.0,Neutral
262,": HELLO KISHU ARMY

200K Holders ✅ 

To celebrate this milestone we are giving away a 2021 TESLA 🚀
 (join TG for T&amp;C)

Marketin…",0.0,0.0,Neutral
263,Hay  how about this for an ideal!!… 💡⚡️😁  ,0.0,0.0,Neutral
264,Come join over 500 people in telegram and become a holder of Bitbucks and yield BTC automatically! We are going a… ,0.0,0.0,Neutral
265,  This is a great project  _Alex_BSC ,0.75,0.8,Positve
266,  Awesome project 👍🏻,1.0,1.0,Positve
267,": $20 | ₱1,000 GIVEAWAY

— this + complete tasks:

1️⃣ tag  on quoted tweet
2️⃣ quote retweet it with: ",0.4,0.1,Positve
268,": 😍

Now recruiting more models to join us in UK 😁🚀🚀

Website  
TG   

Thanks El…",0.35,0.35,Positve
269,": HELLO KISHU ARMY

200K Holders ✅ 

To celebrate this milestone we are giving away a 2021 TESLA 🚀
 (join TG for T&amp;C)

Marketin…",0.0,0.0,Neutral
270,":  Elon, how much does that part of the launch table weigh?",0.2,0.2,Positve
271,:  Is protecting the baby??? ,0.0,0.0,Neutral
272,: Starbase is moving at Warp 9 ,0.0,0.0,Neutral
273,_qy:  _Consultancy   _hurley     Coordicide means t…,0.0,0.0,Neutral
274,:     If you do manage to colonize Mars.... please don’t be as accepting of atrocit…,0.0,0.0,Neutral
275,"    i love babydoge, and I've always held it
 BabyDoge… ",0.6,0.5,Positve
276,"   will be the hottest coin in August 2021! 
 
 
PupDoge has created a miracle in… ",0.0,0.0,Neutral
277,":  Don't be jealous!!! MEME, PURPOSE, &amp; UTILITY! DYOR
  

…",0.0,0.0,Neutral
278,": I hope y’all have a spare pair of pants, because y’all are gonna need them when  drops his interview wi…",0.0,0.0,Neutral
279,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
280,"_QueeN815: “OMG wait did  hit top 10 on CMC, is this  WTF?” ",0.75,0.0,Neutral
281,"HELLO KISHU ARMY

200K Holders Completed

To celebrate this occasion we are giving away a 2021 TESLA 
 (join TG for… ",0.0,0.0,Neutral
282,:      Please give this ⬇️ a like to boost! dogecoin NFTs …,0.0,0.0,Neutral
283,: Buy the green crypto! We (and our chatbot) take cookies and privacy seriously! (We really do) Safety and security is alw…,0.25,-0.024999999999999994,Negative
284,  Nice ,1.0,0.6,Positve
285,": $20 | ₱1,000 GIVEAWAY

— this + complete tasks:

1️⃣ tag  on quoted tweet
2️⃣ quote retweet it with: ",0.4,0.1,Positve
286,":  No Stress Holding to dogecoin

""Playing Save""

 Takes care of me!

Watching Gods Tweets …",0.0,0.0,Neutral
287,": ""Most people think we have too many people on the planet, but actually, this is an outdated view.  Assuming there is a…",0.43333333333333335,0.14999999999999997,Positve
288,": ""Most people think we have too many people on the planet, but actually, this is an outdated view.  Assuming there is a…",0.43333333333333335,0.14999999999999997,Positve
