,Tweets,Subjectivity,Polarity,Sentiment
39,amazon amazonprime Amazonspecials prime affiliatemarketing Check my website for affiliate referral cashback… ,0.0,0.0,Neutral
40,": According to  bitcoin will hit an astronomical amount by 2025.  

Just imagine what the will do for Saf…",0.0,0.0,Neutral
41,": According to  bitcoin will hit an astronomical amount by 2025.  

Just imagine what the will do for Saf…",0.0,0.0,Neutral
42,"_: $Doge dogecoin 
even  likes it 🤠 ",0.0,0.0,Neutral
43,: If your employer offered to pay you in dogecoin would you take the offer?,0.0,0.0,Neutral
44,"63% Off! 

Westcott Soft Handle Kids Scissors with Anti-microbial Protection



BwcDeals… ",0.35,0.1,Positve
45,": HAPPY SUNDAY EVERYBODY. Dogecoin 

DoOnlyGoodEveryday Doge ",1.0,0.8,Positve
46,": According to  bitcoin will hit an astronomical amount by 2025.  

Just imagine what the will do for Saf…",0.0,0.0,Neutral
47,": I see a lot people are saying ELON should tweet about dogecoin LOL!
I mean that guy literally put his display picture as…",0.69375,0.34375,Positve
48,"According to  bitcoin will hit an astronomical amount by 2025.  

Just imagine what the will do fo… ",0.0,0.0,Neutral
49,doge everyone go and like and rt this dogecoin ,0.0,0.0,Neutral
50,": To. The. Moon.
dogearmyMEMEdiv
doge dogearmy dogecoin ",0.0,0.0,Neutral
51,"I wonder when Dogecoin &amp; etherium bridge, will doge be half of the etherium price???",0.16666666666666666,-0.16666666666666666,Negative
52,_r: Spotted in Fremont CA Dogecoin ,0.0,0.0,Neutral
53,"_: _ Presale Is Live Now!! 
If You Missed shibainu You Don't want to Miss _ 
Truly Deflationary Token r…",0.5,0.2130681818181818,Positve
54,Dogecoin is the coin for dreamers,0.0,0.0,Neutral
55,: dogecoin will go parabolic,0.0,0.0,Neutral
56,“Dogecoin About To Start PANICKING” - Forbes   via  dogecoin ,0.0,0.0,Neutral
57,": The current price of one DOGE is now: $0.2044, -2% change in the last hour!

One MDOGE is worth $204,437.2370.

Total vo…",0.32916666666666666,0.075,Positve
58,": K-POP Superstar Jang Han-byul in support of WDOGED, so many celebrities are coming out in support of Dogecoin Today:

WO…",0.5,0.5,Positve
59,": .Dogecoin isn't just a gateway crypto, it's the best crypto. ",0.3,1.0,Positve
60,: The next Dogecoin bull-run will be legendary!!!,0.5,0.5,Positve
61,_r: who can relate? Dogecoin ,0.0,0.0,Neutral
62,": SIX HOURS of World DOGECOIN Day Remain. 

WDOGED will be back next year in a much bigger way. We've had just two weeks t…",0.16666666666666666,0.0,Neutral
63,"_musk: 24 Hours | DogeCoin  Giveaway 🤍

Follow me 
this 
Turn notifications on  ",0.0,0.0,Neutral
64,: DOGECOIN is at 21 cents LETS GO!!!,0.0,0.0,Neutral
65,": Hi fellow Doge Fam, 

Our Presale whitelist entry contest is now live!!



Participate now to sec…",0.5,0.2130681818181818,Positve
66,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
67,"Top5 EcoFriendly Cryptocurrencies 

The most energy efficient cryptocurrency is IOTA it consumes only 0.000001… ",0.75,0.25,Positve
68,": Quick GiveAway  43mins

- this + RT/ comment Pupdogecoin in 

Good luck all 

btc dogsoftwitter dogecoin pu…",0.55,0.5166666666666666,Positve
69,  Dogecoin runs the World  Let’s Go To The Moooooon,0.0,0.0,Neutral
70,: Good night from Norway  stay safe and be nice to each other  dogecoin doge  ,0.61875,0.41874999999999996,Positve
71,"Bitcoin Price (USD): 40036.07 
Ethereum Price (USD): 2573.83 
Dogecoin Price (USD): 0.2051 
Safemoon Price (USD): 2… ",0.0,0.0,Neutral
72,: Like a G!  🤣  Dogecoin Doge DogeFam DogeHouse Dogearmy ,0.0,0.0,Neutral
73,": To celebrate the listing of DogeLove we are giving away a total of 4000 BUSD to 8 individuals 

To win: 

1. Retweet our…",0.575,0.4,Positve
74,": SIX HOURS of World DOGECOIN Day Remain. 

WDOGED will be back next year in a much bigger way. We've had just two weeks t…",0.16666666666666666,0.0,Neutral
75,": The  Casino is giving away $100 in Bitcoin to one lucky winner tomorrow 8/1 @ 9pm EST!

Like
Ta…",0.8333333333333334,0.41666666666666663,Positve
76,linkedin giftsforher twitter facebook instagram tiktok socialmedia tumblr dogecoin deal gift gifts… ,0.0,0.0,Neutral
77,birthdays birthdayweekend birthdayparty affiliatemarketing Check my website for affiliate referral cashback… ,0.0,0.0,Neutral
78,tumblr giftsforher twitter facebook instagram dogecoin socialmedia pinterest doge deal gift gifts… ,0.0,0.0,Neutral
79,"_:  certified   Ass  $boob  Safemoon  AquaPig AquaGoat  Bonfire  Dogecoin 

MemeCoin take me to the 

Fee…",0.0,0.0,Neutral
80,: DoOnlyGoodEveryday 🪙 this if you want Free dogecoin oh and add _brite .... AND leave a doge Meme comment  The…,0.8,0.4,Positve
81,"_Pizarro: I….. WOULD…….DIE
   dogecoin doge ",0.0,0.0,Neutral
82,"17% Off!

Shark - Professional Lightweight Iron - Red



BwcDeals Dogecoin clearthelists… ",0.05,0.05,Positve
83,"SIX HOURS of World DOGECOIN Day Remain. 

WDOGED will be back next year in a much bigger way. We've had just two… ",0.16666666666666666,0.0,Neutral
84,"_musk: 24 Hours | DogeCoin  Giveaway 🤍

Follow me 
this 
Turn notifications on  ",0.0,0.0,Neutral
85,": You can now book a flight, reserve a hotel, rent a car, and then get a haircut, all by paying with Dogecoin

That’s prett…",0.0,0.0,Neutral
86,: Dogecoin is going to change millions of lives for the better  DogecoinToTheMoon,0.5,0.5,Positve
87,": I see a lot people are saying ELON should tweet about dogecoin LOL!
I mean that guy literally put his display picture as…",0.69375,0.34375,Positve
88,": “Dogina, wife of Doge a female dog supporting women”  

 

Buy Dogina:
http…",0.20833333333333331,0.125,Positve
89,": Y u do dis bitcoin ?! 

dogecoin doge xrp ada ethereum crypto ",0.0,0.0,Neutral
90,": Which do you choose? 

🧡 Bitcoin
 Ethereum
 Cardano
 Elrond
 Chainlink 
 Solana
 Matic
 Dogecoin 
 P…",0.0,0.0,Neutral
91,":  Social tokens are the future 

ATTN ALL dogecoin AND shibainu HODLERS:  🦁

The word in crypto for 2021 i…",0.09583333333333333,0.016666666666666666,Positve
92,": $120 to one person in 24 hours

Retweet &amp; join telegram  &amp; wait 3 seconds and then join telegram mentio…",0.0,0.0,Neutral
93,: The next Dogecoin bull-run will be legendary!!!,0.5,0.5,Positve
94,: The next Dogecoin bull-run will be legendary!!!,0.5,0.5,Positve
95,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
96,"With the way how the crypto market has been acting lately and all the news going around, I know for sure my invest… ",0.4962962962962963,0.06666666666666667,Positve
97,": Retweet if you want to see  this again! To the mooooon   
  dogecoin doge DogecoinToTheMoon DogecoinRise d…",0.0,0.0,Neutral
98,: DoOnlyGoodEveryday 🪙 this if you want Free dogecoin oh and add _brite .... AND leave a doge Meme comment  The…,0.8,0.4,Positve
99,"21% Off! 

LG 27GL850-B 27 Inch Ultragear QHD Nano IPS 1ms NVIDIA G-Sync Compatible Gaming Monitor… ",0.0,0.0,Neutral
100,": I see a lot people are saying ELON should tweet about dogecoin LOL!
I mean that guy literally put his display picture as…",0.69375,0.34375,Positve
101,": Hi fellow Doge Fam, 

Our Presale whitelist entry contest is now live!!



Participate now to sec…",0.5,0.2130681818181818,Positve
102,": Which do you choose? 

🧡 Bitcoin
 Ethereum
 Cardano
 Elrond
 Chainlink 
 Solana
 Matic
 Dogecoin 
 P…",0.0,0.0,Neutral
103,: If Dogecoin hits $0.22 cents in the next 24 hours I’ll give everybody who follows me and Retweet This 200 $DOGE each!…,0.0,0.0,Neutral
104,: No sex until Dogecoin hits $1.00 🤓,0.0,0.0,Neutral
105,: Dogecoin bull run season 🤔?,0.0,0.0,Neutral
106,"Best trades of wallstreetbets 
wallstreetbets wsb doge dogecoin BTC GME $amc AMCSqueeze stocks Cryptocurency",0.3,1.0,Positve
107,": Which do you choose? 

🧡 Bitcoin
 Ethereum
 Cardano
 Elrond
 Chainlink 
 Solana
 Matic
 Dogecoin 
 P…",0.0,0.0,Neutral
108,"_cola: Vote your favorite NBA player, maybe we can collab with him soon.  

NBA Dogecoin LeBronJames NickYoung KevinDurant …",1.0,0.5,Positve
109,LTC is a massive buy . Severely discounted Wallstreetbets GME AMC Bitcoin ETH Dogecoin altcoins ,1.0,0.0,Neutral
110,": Bringing this back since I found out  will be happening right next door in Sugarland, TX on Saturday October 9th!…",0.17857142857142858,0.09523809523809523,Positve
111,": Y u do dis bitcoin ?! 

dogecoin doge xrp ada ethereum crypto ",0.0,0.0,Neutral
112,"_alvarenga: $50000 Pancakelock Airdrop!
 50K PLOCK (1 PLOCK = 1 USDT)
 Retweet this tweet
 Easy social tasks
 25K winners
 Fo…",0.45,0.23333333333333334,Positve
113,econeomy is crjnge we all go into wild and shit everywhere bpbpbpbppbbpb shit sounfd lplplololol dogelorers are fak… ,0.6666666666666666,-0.10000000000000002,Negative
114,": Last GiveAway for today 120 mins

- this + RT/Like 

Good luck all 

btc dogsoftwitter dogecoin pupdoge Pup…",0.33333333333333337,0.35,Positve
115,": _LTD  This is candy sweet news! 
Have you seen this safemoon babycake babydoge minibabydoge…",0.65,0.4375,Positve
116,Hey now! Why the sudden right turn dogecoin ? Where ya headin? Make your next left and stay on that route! Lol,0.3471428571428571,0.21714285714285717,Positve
117,": The first cryptocurrency that began to operate was Bitcoin in 2009, and since then others with different characteris…",0.4666666666666667,0.125,Positve
118,": Great introduction to  



Poodl PoodlParty Crypto cryptocurrency CryptoNews cry…",0.75,0.8,Positve
119,":  My entry  




egod dogereversed cryptocurrency…",0.0,0.0,Neutral
120,":  My entry  




egod dogereversed cryptocurrency…",0.0,0.0,Neutral
121,"_alvarenga: $50000 Pancakelock Airdrop!
 50K PLOCK (1 PLOCK = 1 USDT)
 Retweet this tweet
 Easy social tasks
 25K winners
 Fo…",0.45,0.23333333333333334,Positve
122,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
123,: Dogecoin loves trending at 69K  ,0.0,0.0,Neutral
124,": Quick GiveAway  43mins

- this + RT/ comment Pupdogecoin in 

Good luck all 

btc dogsoftwitter dogecoin pu…",0.55,0.5166666666666666,Positve
125,"Y u do dis bitcoin ?! 

dogecoin doge xrp ada ethereum crypto ",0.0,0.0,Neutral
126,: Dogecoin $Doge  ,0.0,0.0,Neutral
127,linkedin twitter discountcode facebook instagram dogecoin socialmedia pinterest doge deal gift attorney… ,0.0,0.0,Neutral
128,giftsforher tumblr twitter facebook instagram dogecoin socialmedia pinterest doge deal gift gifts… ,0.0,0.0,Neutral
129,rt twitter instagram facebook socialmedia pinterest affiliatemarketing Check my website for affiliate… ,0.0,0.0,Neutral
130,giftsforher linkedin twitter facebook instagram tiktok socialmedia tumblr dogecoin deal gift gifts… ,0.0,0.0,Neutral
131,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
132,"_cola: Vote your favorite NBA player, maybe we can collab with him soon.  

NBA Dogecoin LeBronJames NickYoung KevinDurant …",1.0,0.5,Positve
133,": _ Aurum - the Golden Standard 
CEO live AMA Monday August 2
BSCGems Crypto cryptocurrency
cryptotrading…",0.3333333333333333,0.14545454545454545,Positve
134,": Our 5th contest is about to begin! 
Let your creativity flow &amp; make something extraordinary about DogeBTC!
 🥇1.5🥉.…",1.0,0.41666666666666663,Positve
135,": Which do you choose? 

🧡 Bitcoin
 Ethereum
 Cardano
 Elrond
 Chainlink 
 Solana
 Matic
 Dogecoin 
 P…",0.0,0.0,Neutral
136,":  My entry  




egod dogereversed cryptocurrency…",0.0,0.0,Neutral
137,": Which would you choose?
🟠 Bitcoin 
🟢 $ETH
🟡 dogecoin
 ADA ",0.0,0.0,Neutral
138,": Last GiveAway for today 120 mins

- this + RT/Like 

Good luck all 

btc dogsoftwitter dogecoin pupdoge Pup…",0.33333333333333337,0.35,Positve
139,": The  Casino is giving away $100 in Bitcoin to one lucky winner tomorrow 8/1 @ 9pm EST!

Like
Ta…",0.8333333333333334,0.41666666666666663,Positve
140,: Good morning dogecoin family,0.6000000000000001,0.7,Positve
141,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
142,": Hi fellow Doge Fam, 

Our Presale whitelist entry contest is now live!!



Participate now to sec…",0.5,0.2130681818181818,Positve
143,"Dogecoin Legacy says that ... 

The current value of 1 Dogecoin is 0.207091 USD 

Next price update: 10 minute!",0.2,0.0,Neutral
144,":  My entry  




egod dogereversed cryptocurrency…",0.0,0.0,Neutral
145,"_cola: Vote your favorite NBA player, maybe we can collab with him soon.  

NBA Dogecoin LeBronJames NickYoung KevinDurant …",1.0,0.5,Positve
146,"B e l i e v e  h i m!
dogecoin dogefam win tothemoon ",0.4,0.8,Positve
147,"_alvarenga: $50000 Pancakelock Airdrop!
 50K PLOCK (1 PLOCK = 1 USDT)
 Retweet this tweet
 Easy social tasks
 25K winners
 Fo…",0.45,0.23333333333333334,Positve
148,"51% Off!

Illume Lighting 63 LED Lights 118 in. SMARGB and White Integrated LED Rope Light with Plug-In Driver… ",0.35,0.2,Positve
149,: Mooning months for Unitycol is hereeee unitycol  dogecoin doge BNB AMA SHIB SAFEMOON  cryptotrading BSCGem Panca…,0.0,0.0,Neutral
150,":  My entry  




egod dogereversed cryptocurrency…",0.0,0.0,Neutral
151,": $Poodl- Charity Partners, NFT's, Podcast, Mobile Gaming App, great community with an even greater team! Grab a small bag whil…",0.5499999999999999,0.39166666666666666,Positve
152,: No sex until Dogecoin hits $1.00 🤓,0.0,0.0,Neutral
153,"_assif: _CEO UNITY PROTOCOL
Low mcap Below $260,000
600+ Holders in 3 day
Liquidity locked 
IDO Platform DEX and N…",0.3,0.0,Neutral
154,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
155,":  PikaDoge has enough energy to pump limitless electrical power 
Few hours left for the Presale that thousand…",0.19999999999999998,-0.06666666666666667,Negative
156,"  I Love @ BabyDogeShiba1”
and mark “ 
BabyDogeShiba doge shib Airdrops dogecoin dogearmy bsc BabyDogeCoin“",0.6,0.5,Positve
157,": BABY DOGE AIRDROP


Start the bot.
Fulfill the details.
Grab BABY DOGE.

BabyDoge BabyDogeC…",0.0,0.0,Neutral
158,"The price of Dogecoin is currently $0.20
 Crypto $DOGE DOGE
 ",0.4,0.0,Neutral
159,"_: _ Presale Is Live Now!! 
If You Missed shibainu You Don't want to Miss _ 
Truly Deflationary Token r…",0.5,0.2130681818181818,Positve
160,: The government needs to stay away from cryptocurrency! Dogecoin Bitcoin,0.0,0.0,Neutral
161,": “Dogina, wife of Doge a female dog supporting women”  

 

Buy Dogina:
http…",0.20833333333333331,0.125,Positve
162,"_assif:    UNITY PROTOCOL
Low mcap Below $260,000
600+ Holders in 3 day
Liquidity locked 
…",0.3,0.0,Neutral
163,"$DOGE to 1$ , $DOGE is worth:$0.20 
24h volume:$1,711,494,501.15
Percentage change for the past hour :-1.54%
Curren… ",0.25,-0.25,Negative
164,: Bullish feeling in the air tonight! DOGECOIN,0.0,0.0,Neutral
165,: $UNITY is one of the best token on pancakeswap  So please don't miss the chance otherwise you will regret🤭UnityProto…,0.3,1.0,Positve
166,: Is this a good sign? dogecoin doge ,0.6000000000000001,0.7,Positve
167,"$WATC GIVEAWAY happening now on Reddit! DON'T MISS IT!!!

dogecoin CryptoNews altcoinnews cryptocurrency
USDT… ",0.0,0.0,Neutral
168,: I bought more dogecoin yesterday and I bought more doge today!! 🤷‍🤷‍,0.5,0.640625,Positve
169,":  My entry  




egod dogereversed cryptocurrency…",0.0,0.0,Neutral
170,": $120 to one person in 24 hours

Retweet &amp; join telegram  &amp; wait 3 seconds and then join telegram mentio…",0.0,0.0,Neutral
171,tumblr twitter facebook instagram dogecoin socialmedia pinterest doge deal gift gifts giftideas shop… ,0.0,0.0,Neutral
172,linkedin twitter facebook instagram tiktok socialmedia tumblr dogecoin deal gift gifts giftideas shop… ,0.0,0.0,Neutral
173,twitter twittercircle twitterfriends affiliatemarketing Check my website for affiliate referral cashback… ,0.0,0.0,Neutral
174,: Bullish feeling in the air tonight! DOGECOIN,0.0,0.0,Neutral
175,"Dogecoin - DOGE
Price: $0.20
Change in 1h: -1.54005607%
Market cap: $26,715,951,374.75
Ranking: 8
Dogecoin DOGE",0.0,0.0,Neutral
176,"_insider: Safemoon Token Cryptocurrency 
 safemoon dogecoin news cryptocurrency altcoin realestate health gym fitne…",0.0,0.0,Neutral
177,": “Dogina, wife of Doge a female dog supporting women”  

 

Buy Dogina:
http…",0.20833333333333331,0.125,Positve
178,":  My entry  




egod dogereversed cryptocurrency…",0.0,0.0,Neutral
179,"  Lets go to the moon

dogecoin 
BSCGems 
Rockets 
BinanceSmartChain 
BSC",0.0,0.0,Neutral
180,: The next Dogecoin bull-run will be legendary!!!,0.5,0.5,Positve
181,: Partners of Unitycol unitycol  dogecoin doge BNB AMA SHIB SAFEMOON  cryptotrading BSCGem PancakeSwap …,0.0,0.0,Neutral
182,": Team Behind Success of  
 
bitcoin bnb dogecoin AXS GameFi etherium shiba Cardano PolkaDo…",0.35,-0.05000000000000002,Negative
183," The best project for me to join this program. I know this is a good project. Y like it
… ",0.45000000000000007,0.85,Positve
184,"Follow for hourly DOGE update, much wow

- Hourly closing of DOGE: $0.2045
- Hourly price change: -1.45 %
- 12… ",1.0,0.1,Positve
185,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
186,": $120 to one person in 24 hours

Retweet &amp; join telegram  &amp; wait 3 seconds and then join telegram mentio…",0.0,0.0,Neutral
187,"_Pizarro: My squad is unrivaled  
everydoge dogearmy Dogecoin doge ",0.0,0.0,Neutral
188,: The government needs to stay away from cryptocurrency! Dogecoin Bitcoin,0.0,0.0,Neutral
189,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
190,": The World Dogecoin Day Official LiveStream is still going strong: you can tune in here 

WDOGED",0.7333333333333333,0.4333333333333333,Positve
191,"Current Dogecoin Price: $0.204  +=

Create personalized dogecoin alerts at ",0.4,0.0,Neutral
192,": Last GiveAway for today 120 mins

- this + RT/Like 

Good luck all 

btc dogsoftwitter dogecoin pupdoge Pup…",0.33333333333333337,0.35,Positve
193,: No sex until Dogecoin hits $1.00 🤓,0.0,0.0,Neutral
194,: business businesses tips businessman businesswoman businessgrowth businesstips affiliatemarketing Check my web…,0.0,0.0,Neutral
195,"BREAKING-NEWS

 Promoter of Crypto Scheme Touted by Steven Seagal Pleads Guilty, Faces 5 Years in Prison… ",1.0,-0.5,Negative
196,"Update 08/02 00:00 UTC

Track DogeCoin related keywords/hashtags
Display list of tweet from certified account or w… ",0.4,0.0,Neutral
197,"The current price of one DOGE is now: $0.2044, -2% change in the last hour!

One MDOGE is worth $204,437.2370.

Tot… ",0.18888888888888888,0.09999999999999999,Positve
198,": Hi fellow Doge Fam, 

Our Presale whitelist entry contest is now live!!



Participate now to sec…",0.5,0.2130681818181818,Positve
199,": The first ever coin dedicated to Satoshi Nakamoto!
Private Sale Successful 
Presales Successful 
Public Sale Ongoing …",0.535,0.3625,Positve
200,The current value of 1 DOGE in USD is: $0.20455 ( down 0.008550 so far today). dogecoin,0.562962962962963,-0.018518518518518528,Negative
201,": $120 to one person in 24 hours

Retweet &amp; join telegram  &amp; wait 3 seconds and then join telegram mentio…",0.0,0.0,Neutral
202,"_alvarenga: $50000 Pancakelock Airdrop!
 50K PLOCK (1 PLOCK = 1 USDT)
 Retweet this tweet
 Easy social tasks
 25K winners
 Fo…",0.45,0.23333333333333334,Positve
203,": The rewards are unbelievable. I earned over 30 cakes already.  StackCake 

TG: 

dogec…",1.0,-0.25,Negative
204,"_: $WATC - &gt; AIRDROP WEEKEND! &lt;

All weekend in discord - DON'T MISS OUT! 🦄

dogecoin CryptoNews altcoinnews cryptocurrenc…",0.0,0.0,Neutral
205,: It’s time to party! WDOGED Algarnon dogecoin ,0.0,0.0,Neutral
206,": Quick GiveAway  43mins

- this + RT/ comment Pupdogecoin in 

Good luck all 

btc dogsoftwitter dogecoin pu…",0.55,0.5166666666666666,Positve
207,"_alvarenga: $50000 Pancakelock Airdrop!
 50K PLOCK (1 PLOCK = 1 USDT)
 Retweet this tweet
 Easy social tasks
 25K winners
 Fo…",0.45,0.23333333333333334,Positve
208,": Quick GiveAway  43mins

- this + RT/ comment Pupdogecoin in 

Good luck all 

btc dogsoftwitter dogecoin pu…",0.55,0.5166666666666666,Positve
209,"_: $WATC now listed for tracking !  INVEST TODAY, trading !

&gt;  &lt;

cryptocras…",0.0,0.0,Neutral
210,"  good luck,success always for you 

dogecoin
BSCGems 
Rockets 
BinanceSmartChain 
BSC",0.6000000000000001,0.7,Positve
211,: Fox TV Networks just came and told OG to cut it out.  🤣  I told them they shouldn’t have let me in with it then.  Win…,0.0,0.0,Neutral
212,: Good morning to everyone who holds some dogecoin !!!!! Remember today is August 1st which means you’ve got a brand new mon…,0.5272727272727273,0.5681818181818181,Positve
213,": Last GiveAway for today 120 mins

- this + RT/Like 

Good luck all 

btc dogsoftwitter dogecoin pupdoge Pup…",0.33333333333333337,0.35,Positve
214,"_Pizarro: My squad is unrivaled  
everydoge dogearmy Dogecoin doge ",0.0,0.0,Neutral
215,": UNITY PROTOCOL 
 is Going to Unite
The Art of Storing Asset in Digital Form with key of Decenterlization
About…",0.5,0.0,Neutral
216,:         _Piza…,0.0,0.0,Neutral
217,": I see a lot people are saying ELON should tweet about dogecoin LOL!
I mean that guy literally put his display picture as…",0.69375,0.34375,Positve
218,: Get it trending guys WDOGED For World Dogecoin Day! ,0.0,0.0,Neutral
219,: If Dogecoin hits $0.22 cents in the next 24 hours I’ll give everybody who follows me and Retweet This 200 $DOGE each!…,0.0,0.0,Neutral
220,":  It has got to be Million Token - MM token
Crypto moonshot of 2021
200x to 300x potential easily 

Join us ,…",0.9166666666666667,0.21666666666666667,Positve
221,: It’s time to party! WDOGED Algarnon dogecoin ,0.0,0.0,Neutral
222,$DOGE Dogecoin has been moving up since I said it started being bullish and everyone laughed at me lol. ,0.44999999999999996,0.75,Positve
223,": Quick GiveAway  43mins

- this + RT/ comment Pupdogecoin in 

Good luck all 

btc dogsoftwitter dogecoin pu…",0.55,0.5166666666666666,Positve
224,: dogecoin is inevitable,1.0,0.0,Neutral
225,"_: $Doge dogecoin 
even  likes it 🤠 ",0.0,0.0,Neutral
226,":  I love SAFEMOON, I love dogecoin and now I have found Doginacoin  

 

Doginaco…",0.6,0.5,Positve
227,"_: $WATC - Come get some  CPU mineable proofofwork 

dogecoin CryptoNews altcoinnews cryptocurrency
cryptotrading…",0.0,0.0,Neutral
228,"_: $WATC Come get some 

dogecoin CryptoNews altcoinnews cryptocurrency
cryptotrading Crypto Airdrops cryptocurrencies…",0.0,0.0,Neutral
229,Dogecoin is the NewCoin,0.0,0.0,Neutral
230,"_Pizarro: My squad is unrivaled  
everydoge dogearmy Dogecoin doge ",0.0,0.0,Neutral
231,": Will Dogecoin ever be capped ? 

Dogecoin has no limit on the quantity of coins that may be mined. With Dogecoin’s recent p…",0.25,0.0,Neutral
